timestamp,open,high,low,close,volume
2025-03-31 23:00:00,125.53,126.18,124.47,124.54,190012.311
2025-04-01 00:00:00,124.53,125.18,124.03,124.51,140352.821
2025-04-01 01:00:00,124.5,124.74,123.74,124.5,122144.313
2025-04-01 02:00:00,124.5,126.29,124.44,126.24,89191.767
2025-04-01 03:00:00,126.25,126.72,125.76,126.06,104838.33
2025-04-01 04:00:00,126.07,126.3,125.6,126.19,61377.308
2025-04-01 05:00:00,126.18,126.78,125.94,125.98,58548.101
2025-04-01 06:00:00,125.99,126.75,125.59,126.56,98782.487
2025-04-01 07:00:00,126.56,126.71,126.03,126.69,70578.435
2025-04-01 08:00:00,126.69,129.97,126.68,129.38,270383.195
2025-04-01 09:00:00,129.37,129.84,128.42,129.27,157974.069
2025-04-01 10:00:00,129.27,129.33,127.83,127.91,137647.962
2025-04-01 11:00:00,127.91,128.21,127.13,127.61,149622.775
2025-04-01 12:00:00,127.6,127.9,126.43,127.17,125797.772
2025-04-01 13:00:00,127.18,128.37,126.9,127.59,152129.893
2025-04-01 14:00:00,127.59,127.83,124.68,127.05,380766.528
2025-04-01 15:00:00,127.05,130.55,126.76,129.27,666792.891
2025-04-01 16:00:00,129.27,129.64,128.14,128.25,163899.8
2025-04-01 17:00:00,128.24,128.44,127.04,127.29,109415.546
2025-04-01 18:00:00,127.29,127.31,125.52,126.49,136051.244
2025-04-01 19:00:00,126.49,127.12,126.45,126.82,82315.246
2025-04-01 20:00:00,126.82,126.83,125.3,126.43,102923.66
2025-04-01 21:00:00,126.43,126.79,126.13,126.33,50098.365
2025-04-01 22:00:00,126.33,127.24,125.92,126.77,61241.851
2025-04-01 23:00:00,126.77,127.53,126.14,126.67,61403.489
2025-04-02 00:00:00,126.68,126.96,126.03,126.22,69975.919
2025-04-02 01:00:00,126.22,126.24,125.4,125.69,87965.843
2025-04-02 02:00:00,125.7,125.78,124.1,124.76,130357.132
2025-04-02 03:00:00,124.76,125.36,124.22,124.32,72077.707
2025-04-02 04:00:00,124.32,125.03,124.21,124.89,58368.068
2025-04-02 05:00:00,124.9,124.9,123.5,123.75,106911.44
2025-04-02 06:00:00,123.75,124.6,123.7,124.04,67695.221
2025-04-02 07:00:00,124.04,124.84,123.93,124.55,82913.158
2025-04-02 08:00:00,124.54,125.84,124.28,125.45,112879.11
2025-04-02 09:00:00,125.45,126.73,125.32,126.04,114013.734
2025-04-02 10:00:00,126.04,126.49,125.46,125.73,61322.489
2025-04-02 11:00:00,125.74,126.32,125.64,125.69,55705.863
2025-04-02 12:00:00,125.7,126.8,125.12,126.6,115372.655
2025-04-02 13:00:00,126.61,127.93,125.16,126.22,161787.931
2025-04-02 14:00:00,126.21,128.13,126.14,127.71,162794.254
2025-04-02 15:00:00,127.71,131.16,127.61,130.43,1019261.558
2025-04-02 16:00:00,130.43,131.79,129.77,131.15,347956.192
2025-04-02 17:00:00,131.15,131.52,129.27,129.67,301344.595
2025-04-02 18:00:00,129.66,130.31,129.17,130.0,94479.493
2025-04-02 19:00:00,130.01,131.5,130.01,131.43,86881.916
2025-04-02 20:00:00,131.42,136.21,126.79,128.03,1217439.208
2025-04-02 21:00:00,128.03,128.28,124.61,125.37,320140.134
2025-04-02 22:00:00,125.36,125.36,118.2,118.68,816305.176
2025-04-02 23:00:00,118.67,119.54,117.0,117.42,624959.884
2025-04-03 00:00:00,117.42,120.16,116.25,119.98,507610.851
2025-04-03 01:00:00,119.98,120.41,118.47,119.4,463409.951
2025-04-03 02:00:00,119.4,120.84,119.03,120.8,197306.518
2025-04-03 03:00:00,120.79,120.94,119.68,119.8,213737.524
2025-04-03 04:00:00,119.81,120.86,119.42,120.3,157006.136
2025-04-03 05:00:00,120.3,120.63,118.71,118.94,158021.287
2025-04-03 06:00:00,118.94,119.31,117.9,118.27,301705.439
2025-04-03 07:00:00,118.27,118.95,117.9,118.64,223067.169
2025-04-03 08:00:00,118.64,119.22,118.04,118.9,182374.56
