timestamp,open,high,low,close,volume,returns,log_returns,sma_5,sma_20,volatility_5,volatility_20,rsi,ema_12,ema_26,macd,macd_signal,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_change,volume_ma_5,volume_ma_20
2022-01-21,127.54,128.73,106.11,112.27,4523020.69,-0.11972714442527843,-0.12752335641643756,131.216,145.49949999999998,0.049129114559281185,0.04811518248221518,33.52412101390024,137.87167775991693,149.08810746025077,-11.216429700333833,-9.17265821070922,145.49949999999998,14.552228071402162,174.6039561428043,116.39504385719566,0.4000626276077144,2.088242032785087,1942955.4740000002,1662559.74586
2022-01-22,112.24,114.89,87.73,94.54,6455608.98,-0.15792286452302473,-0.17188365910559766,122.16399999999999,141.40900000000002,0.07178658231081161,0.05838132187774401,22.13767267618823,131.20526579685279,145.0475069076396,-13.842241110786802,-10.106574790724736,141.40900000000002,16.755286644110733,174.9195732882215,107.89842671177855,0.473952482348669,0.4272782333878733,2974546.4420000003,1939528.56518
2022-01-23,94.57,104.82,93.25,99.78,3561751.04,0.055426274592764946,0.05394473706780099,113.876,137.8905,0.0864529878342603,0.06137896811725724,27.031564808596357,126.3706095204139,141.69435824781445,-15.323748727400556,-11.150009578059901,137.8905,17.76066720978809,173.41183441957617,102.36916558042383,0.5152107566449635,-0.44827032569125647,3436029.2159999995,2066050.29568
2022-01-24,99.74,99.83,80.83,91.93,6990036.71,-0.07867308077771096,-0.08194034455722803,105.21200000000002,134.10099999999997,0.08523685545538254,0.06251473593045073,26.18453865336656,121.07205420958098,138.00810948871708,-16.9360552791361,-12.307218718275141,134.10099999999997,19.09635812620328,172.29371625240654,95.9082837475934,0.5696112072602975,0.962528158621665,4599002.28,2363485.49968
2022-01-25,91.94,99.95,87.41,94.67,3482711.32,0.029805286631132244,0.02936974226513644,98.638,131.1085,0.09814315511313602,0.06260639779168552,24.881385854573537,117.0101997157993,134.79787915621952,-17.78767944042022,-13.403310862704156,131.1085,20.374796163010075,171.85809232602014,90.35890767397984,0.6216163303831582,-0.5017606538435475,5002625.748000001,2454628.6571799996
2022-01-26,94.65,104.43,89.19,92.12,4501340.69,-0.026935671279180284,-0.027305085188315377,94.60800000000002,128.2015,0.09076104957675205,0.06260467258708953,13.72908269207278,113.18093822106096,131.63655477427733,-18.455616553216373,-14.413772000806599,128.2015,21.60875097464474,171.41900194928948,84.98399805071054,0.674212110611646,0.2924817122080623,4998289.748000001,2600942.12668
2022-01-27,92.11,94.6,85.71,89.51,3530017.76,-0.028332609639600492,-0.02874172406963683,93.602,125.85449999999999,0.05352726080423885,0.0602978628759659,14.2080647200101,109.53925541782081,128.51606923544196,-18.97681381762115,-15.326380364169509,125.85449999999999,23.15923198322066,172.1729639664413,79.53603603355867,0.7360636920641108,-0.21578525086044986,4413171.504,2641473.1496800003
2022-01-28,89.51,93.55,87.21,91.34,2647317.17,0.02044464305664162,0.020238456874005228,91.914,123.3145,0.04470985187078237,0.05935216532190837,16.116672846372495,106.7393699689253,125.76228632911292,-19.022916360187622,-16.06568756337313,123.3145,24.047816067817426,171.41013213563485,75.21886786436514,0.7800482852484478,-0.2500555662926749,4230284.7299999995,2639068.23268
2022-01-29,91.35,98.93,90.5,96.13,2050891.76,0.0524414276330194,0.051112634320871805,92.75399999999999,121.08000000000001,0.035556922590881314,0.061535875074469996,19.423008429300708,105.10715920447525,123.56730215658604,-18.460142952110786,-16.544578641120662,121.08000000000001,24.40917256408248,169.89834512816498,72.26165487183505,0.806381650613891,-0.2252942778292032,3242455.7399999998,2669855.16318
2022-01-30,96.15,97.6,91.38,93.29,1258037.51,-0.029543326745032683,-0.02998852110485504,92.47800000000001,118.95150000000001,0.03691184405297497,0.061465655205906536,18.471117260463487,103.28913471147905,121.32453903387596,-18.035404322396914,-16.84274377737591,118.95150000000001,24.90357388746482,168.75864777492964,69.14435222507038,0.8374362286298135,-0.38659000219494766,2797520.978,2638031.41318
