timestamp,open,high,low,close,volume,returns,log_returns,sma_5,sma_20,volatility_5,volatility_20,rsi,ema_12,ema_26,macd,macd_signal,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_change,volume_ma_5,volume_ma_20
2022-01-21,0.7199,0.7285,0.6112,0.6368,612944841.0,-0.1154326989859702,-0.12265667894508388,0.72148,0.767105,0.04630061466038618,0.03527596956297083,27.55319148936171,0.7420698127607126,0.7740955233602199,-0.03202571059950732,-0.02309864619903882,0.767105,0.04530717934279288,0.8577193586855858,0.6764906413144143,0.23625021003796287,1.9764566392489136,275890231.4,246638067.7
2022-01-22,0.6368,0.6542,0.5489,0.5966,769947907.12,-0.06312814070351758,-0.0652087624495251,0.68846,0.754005,0.04605065571579935,0.03654621949469879,25.559210526315795,0.7196898415667567,0.7609477068150184,-0.041257865248261694,-0.026730490008883397,0.754005,0.0544206276197391,0.8628462552394782,0.6451637447605219,0.28870168033230065,0.25614550546482207,393549207.824,278651061.456
2022-01-23,0.5966,0.6352,0.59,0.6283,331234207.0,0.053134428427757285,0.05177088732825319,0.66394,0.7438,0.06430605557670886,0.03958151715969157,30.985056419640117,0.7056298659411019,0.7511219507546467,-0.04549208481354483,-0.030482808969815686,0.7438,0.0579671504070692,0.8597343008141384,0.6278656991858617,0.3117351460450077,-0.5697966006051165,422122629.42399997,286281840.956
2022-01-24,0.6284,0.6286,0.5524,0.6118,513343471.0,-0.026261340124144494,-0.02661232769209823,0.63868,0.7332500000000001,0.06376585719873702,0.03967455157903131,30.667069121642015,0.6911945019501632,0.7408018062543026,-0.0496073043041394,-0.03430770803668043,0.7332500000000001,0.06189999149732099,0.8570499829946421,0.6094500170053581,0.3376746893819079,0.5497900281778567,486680295.224,301228227.306
2022-01-25,0.6118,0.6243,0.5872,0.618,319618429.0,0.010134030728996324,0.01008302574088761,0.6183,0.72552,0.06732039711881443,0.038349811433751005,25.203516769781814,0.6799338093424457,0.7317053761613913,-0.05177156681894557,-0.03780047979313346,0.72552,0.06622912858919554,0.8579782571783912,0.593061742821609,0.36514019511079254,-0.377378992709542,509417771.024,298678523.256
2022-01-26,0.6178,0.6586,0.6047,0.6193,466864710.0,0.002103559870550109,0.002101350486324418,0.6148,0.71753,0.043564336572007804,0.03820689435426024,17.964285714285694,0.6706055309820694,0.7233790520012883,-0.05277352101921884,-0.04079508803835054,0.71753,0.06900599592560197,0.8555419918512039,0.5795180081487961,0.38468633186404455,0.4606939639265919,480201744.824,306661644.906
2022-01-27,0.6193,0.6247,0.5893,0.6088,292543906.0,-0.016954626190860522,-0.01710000139653903,0.61724,0.7098,0.03043426773597509,0.03817397872884836,19.361046959199356,0.6610969877540588,0.7148917148160077,-0.05379472706194888,-0.043395015843070206,0.7098,0.07218318072063153,0.854166361441263,0.565433638558737,0.40678039290296714,-0.3733861229305595,384720944.6,302642502.106
2022-01-28,0.6089,0.614,0.5916,0.6111,221009653.0,0.0037779237844939306,0.00377080535339359,0.6138,0.703095,0.015546995211034234,0.03819081435078667,18.45075905021406,0.6534051434842035,0.7072034396444515,-0.053798296160248005,-0.04547567190650577,0.703095,0.07489895280695802,0.8528929056139161,0.553297094386084,0.42611000110629726,-0.24452484407588382,362676033.8,301041556.206
2022-01-29,0.6112,0.6255,0.6083,0.6174,154572094.0,0.010309278350515427,0.010256500167189061,0.6149199999999999,0.696315,0.011194902351600151,0.03818645640429197,18.57753595025258,0.6478658906404798,0.7005513330041218,-0.05268544236364192,-0.046917625997933,0.696315,0.07626855787972267,0.8488521157594453,0.5437778842405547,0.4381267551595048,-0.30060930868028646,290921758.4,301194090.956
2022-01-30,0.6175,0.6232,0.5973,0.6013,146491081.0,-0.02607709750566889,-0.026423134022535884,0.61158,0.6893849999999999,0.015526839677159803,0.03833094765538148,17.52841950861749,0.6407019074650214,0.6931993824112239,-0.052497474946202494,-0.048033595787586904,0.6893849999999999,0.07836777852233841,0.8461205570446767,0.5326494429553231,0.4547112485611866,-0.05227989600761962,256296288.8,292864637.306
2022-01-31,0.6012,0.6242,0.5803,0.6174,213749309.0,0.02677532013969741,0.02642313402253602,0.6112,0.6817399999999999,0.02125029733680763,0.03748416586389378,23.48401323042995,0.6371169986242489,0.6875846133437258,-0.050467614719476916,-0.04852039957396491,0.6817399999999999,0.07751208666361224,0.8367641733272244,0.5267158266727754,0.45478972431491343,0.45912848441605814,205673208.6,290848849.006
2022-02-01,0.6174,0.6308,0.6107,0.6284,174300620.0,0.017816650469711703,0.017659794313407178,0.6151199999999999,0.673225,0.020167006891532765,0.03646894147891902,27.506426735218483,0.635775921912826,0.6832005679108571,-0.0474246459980312,-0.048301248858778165,0.673225,0.07322271631270236,0.8196704326254047,0.5267795673745952,0.435056430243692,-0.18455586679814717,182024551.4,284778784.506
